premise,hypothesis,label,premise_en,hypothesis_en,source
لا توجد فروق بين الزملاء الأصغر والأكبر سنا في درجات اختبار التحصيل.,للزملاء الصغار والكبار نتائج اختبار مختلفة حيث أن السن عامل مهم.,2,No difference exists between younger and older classmates in achievement test scores.,Young and old classmates have different test results as age is a factor,xnli
الكلمات التي لا تناسب لا يمكن إرجاعها.,كل الكلمات مناسبة.,2,Words that do not fit cannot be returned.,All words fit.,xnli
امرأة تعزف على الكمان,يتم العزف على البيانو من قبل رجل,1,A woman is playing the violin,The piano is being played by a man,arNLI
الرجال لا يحزمون الحقائب في صندوق سيارة,الرجال يضعون حقائب في صندوق سيارة,2,The men are not packing suitcases into the trunk of a car,The men are putting suitcases into the trunk of a car,arNLI
كما أن الدراسات العلمية تجاهلت أبسط الحقائق عن كيمياء المخ>,الحقائق البسيطة عن كيمياء المخ لم تؤخذ فى الاعتبار فى الدراسة .,0,The Science studies also ignore simple truths about brain chemistry.,Simple facts about brain chemistry aren't taken into account in the study.,xnli
إذا كان المنتج يحتوي على المزيد من المحتويات الجديدة أو الاختراع، فقد تم استخدام نماذج أولية متكاملة بشكل متكرر لإثبات أن متطلبات التصميم قد استوفت.,استخدام النماذج الأولية لم يسمع عنها أحد لتوضيح متطلبات التصميم.,2,"If the product included more new content or invention, fully integrated prototypes were frequently used to demonstrate that the design met requirements.",The use of prototypes is almost unheard of for demonstrating design requirements.,xnli
يقفز كلب بني كبير فوق حاجز أحمر,قطة بنية كبيرة تقفز فوق حاجز أحمر,1,A large brown dog is jumping over a red hurdle,A large brown cat is jumping over a red hurdle,arNLI
آمل أن أعيش حتى عام 2000 للمساعدة في دليل اليديش. أنا على يقين من أن اليديش سيظل موجودًا ، ويظل على قيد الحياة من منتقديه ، كما هو الحال منذ ألف عام.,لقد بقيت الثقافة اليديشية لأكثر من ألف سنة.,1,"I hope to live to the year 2000 to help with the Yiddish Guide .  I am sure that Yiddish will still be around, surviving its detractors, as it has for a thousand years.",The Yiddish culture has survived for more than a thousand years.,xnli
يتم شحذ قلم رصاص,آلة تقوم بشحذ قلم رصاص,0,A pencil is being sharpened,A machine is sharpening a pencil,arNLI
يمكننا تحقيق هدف أكثر دقة وضرب الهدف بشكل أكثر تكرارًا.,نحن ندرك أن الفشل حليفنا في كل مرة.,2,We can aim more precisely and hit the target more often.,we know we'll fail every time.,xnli
ويجري أكل الحبوب من قبل الرجل,رجل يأكل وعاء من الحبوب,0,Cereal is being eaten by the man,A man is eating a bowl of cereal,arNLI
كلب يجري بجانب سياج على طريق ترابي,الكلب البني الكبير يركض في الهواء الطلق في التراب,1,A dog is running alongside a fence on a dirt track,The large brown dog is running outdoors in the dirt,arNLI
أكبر مدينة على الساحل الجنوبي للبحيرة هي سيفوك.,تقع سيفوك على الساحل الجنوبي.,0,The largest town on the lake's south coast is Siefok.,Siefok is on the south coast.,xnli
رجل يرتدي قبعة سوداء يلامس صندوقًا من الورق المقوى,رجل يرتدي قبعة بيضاء يلامس صندوقًا من الورق المقوى,1,A man in a black hat is touching a cardboard box,A man in a white hat is touching a cardboard box,arNLI
راكب أمواج يرتدي بذلة سوداء يركب موجة رغوية,راكب أمواج يتصفح موجة صغيرة,1,A surfer in a black wetsuit is riding a foamy wave,A surfer is surfing a small wave,arNLI
امرأة شقراء تشرف على مشهد ابرة فضاء سياتل.,سائح يتحقق من سياتل.,1,Blond woman overlooking Seattle Space Needle scene.,A tourist checking out Seattle.,snli
أوه ولكن على أي حال على أي حال ممم أطفالي الآن واحد وعشرين واربعة وعشرين انا لا تضطر إلى,يجب عليَٓ حيث أنهم في العاشرة والحادية عشرة من العمر.,2,oh but anyway anyway um my kids are now twenty one and twenty four so i don't have to,I must since they are both ten and eleven years old.,xnli
يبدو أن اللغويين الذين يكتبون الكتب هم من الباحثين الذين يروون وجهات نظرهم الخاصة ، وبعضها متناغم ، على أقل تقدير.,يجيد اللغويون الكثير من المال في كتابة الكتب.,1,"The linguists who write books seem invariably to be scholars who are touting their own points of view, some of which are recondite, to say the least.",Linguists make a lot of money writing books.,xnli
وقالت إنها تجمدت في ذكرى ذلك.,التفكير في الحدث جعلها ترتجف.,0,And she shivered at the memory of it.,Thinking about the event made her shudder.,xnli
يتم عزف على الناي من قبل رجل,رجل يعزف على الفلوت,0,A flute is being played by a man,A man is playing a flute,arNLI
الاهتمام بشأن كيف تؤثر الأنباء الوطنية في المنطقة,تجعل المنافذ الإخبارية الوطنية أماكننا المحلية تبدو معكوسة.,1,care about how the national news affects the local area,The national news outlets make our local places seem backwards.,xnli
إن البحث الذي تم نشره في قسم العلوم يقدم دليلا على التقدم بتوثيق أول زراعة خلايا قلب وظيفية ناجحة تمثلت في نموذج حيواني.,تم زرع خلايا القلب في البداية لدى الخنازير.,1,The research published in Science gives evidence of progress by documenting the first successful transplantation of functional heart cells into an animal model.,Pigs had heart cells transplanted first.,xnli
اثنين من القطط يقاتلون بعضهم البعض,اثنين من القطط تقاتل بعضها البعض,0,Two cats are fighting each other,Two cats are playfully fighting each other,arNLI
خلال مراحل التخطيط للمراجعة ، يجب على المدققين إبلاغ مسؤوليتهم عن الاختبار والإبلاغ عن الامتثال للقوانين واللوائح والرقابة الداخلية على التقارير المالية.,يجب على الفاحصين ألا يفرطوا في وضع الأنظمة.,1,"During the planning stages of an audit, auditors should communicate their responsibilities for testing and reporting on compliance with laws and regulations and internal control over financial reporting.",Auditors should not over regulate.,xnli
رئيس مجلس الأمناء,رئيس مجلس الإدارة أو مجلس الأمناء لفترة طويلة.,1,Chairman of the Board of Trustees,The long-serving Chairman of the Board or Trustees.,xnli
يركض كلب بكمامة وسترة زرقاء حول الفناء,كلب يرتدي كمامة وسترة زرقاء يركض في أرجاء الملعب,1,A dog with a muzzle and a blue jacket is running around the yard,A dog with a muzzle and a blue jacket is resting in the yard,arNLI
